ts,symbol,price,qty
1767631363471,XRPUSDT,2.1815,2.5
1767631363471,XRPUSDT,2.1815,2.5
1767631363472,XRPUSDT,2.1815,2.5
1767631363472,XRPUSDT,2.1815,2.5
1767631363472,XRPUSDT,2.1815,2.5
1767631363472,XRPUSDT,2.1815,2.5
1767631363472,XRPUSDT,2.1815,2.4
1767631363472,XRPUSDT,2.1815,2.4
1767631363472,XRPUSDT,2.1815,2.4
1767631363473,XRPUSDT,2.1815,2.4
1767631363473,XRPUSDT,2.1815,2.5
1767631363545,XRPUSDT,2.1814,2.5
1767631363546,XRPUSDT,2.1814,2.5
1767631363546,XRPUSDT,2.1814,2.5
1767631363546,XRPUSDT,2.1814,2.4
1767631363547,XRPUSDT,2.1814,2.4
1767631363547,XRPUSDT,2.1814,2.4
1767631363547,XRPUSDT,2.1814,2.5
1767631363547,XRPUSDT,2.1814,2.5
1767631363547,XRPUSDT,2.1814,2.5
1767631363547,XRPUSDT,2.1814,2.5
1767631363548,XRPUSDT,2.1814,2.5
1767631363714,DOGEUSDT,0.1499,10573
1767631363715,DOGEUSDT,0.1499,7
1767631363715,DOGEUSDT,0.1499,7
1767631363715,DOGEUSDT,0.1499,7
1767631363715,DOGEUSDT,0.1499,7
1767631363715,DOGEUSDT,0.1499,7
1767631363716,DOGEUSDT,0.1499,165
1767631363716,DOGEUSDT,0.1499,34
1767631363716,DOGEUSDT,0.1499,1564
1767631363716,DOGEUSDT,0.1499,601
1767631363716,BTCUSDT,93730.4,9e-05
1767631363717,BTCUSDT,93730.4,9e-05
1767631363717,BTCUSDT,93730.4,9e-05
1767631363717,BTCUSDT,93730.4,9e-05
1767631363718,BTCUSDT,93730.4,0.00924
1767631363731,BTCUSDT,93730.4,0.0006
1767631363823,ADAUSDT,0.4126,13.3
1767631363862,BTCUSDT,93730.4,0.05118
1767631363862,BTCUSDT,93730.4,0.00012
1767631363862,BTCUSDT,93730.4,0.00012
1767631363863,BTCUSDT,93730.4,0.00012
1767631363863,BTCUSDT,93730.4,6e-05
1767631363863,BTCUSDT,93730.4,9e-05
1767631363863,BTCUSDT,93730.4,6e-05
1767631363863,BTCUSDT,93730.4,9e-05
1767631363864,BTCUSDT,93730.4,9e-05
1767631363864,BTCUSDT,93730.4,9e-05
1767631363864,BTCUSDT,93730.4,6e-05
1767631363864,BTCUSDT,93730.4,6e-05
1767631363864,BTCUSDT,93730.4,9e-05
1767631363865,BTCUSDT,93730.4,6e-05
1767631363865,BTCUSDT,93730.4,6e-05
1767631363865,BTCUSDT,93730.4,6e-05
1767631363865,BTCUSDT,93730.4,0.00011
1767631363865,BTCUSDT,93730.4,0.0005
1767631363866,BTCUSDT,93730.4,0.001
1767631363866,BTCUSDT,93730.4,6e-05
1767631363866,BTCUSDT,93730.4,6e-05
1767631363866,BTCUSDT,93730.4,0.0005
1767631363866,BTCUSDT,93730.4,6e-05
1767631363867,BTCUSDT,93730.4,6e-05
1767631363867,BTCUSDT,93730.4,9e-05
1767631363867,BTCUSDT,93730.4,6e-05
1767631363867,BTCUSDT,93730.4,6e-05
1767631363867,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363868,BTCUSDT,93730.4,6e-05
1767631363869,BTCUSDT,93730.4,6e-05
1767631363869,BTCUSDT,93730.4,6e-05
1767631363869,BTCUSDT,93730.4,6e-05
1767631363869,BTCUSDT,93730.4,6e-05
1767631363869,BTCUSDT,93730.4,6e-05
1767631363870,BTCUSDT,93730.4,6e-05
1767631363870,BTCUSDT,93730.4,6e-05
1767631363870,BTCUSDT,93730.4,6e-05
1767631363870,BTCUSDT,93730.4,6e-05
1767631363870,BTCUSDT,93730.4,9e-05
1767631363871,BTCUSDT,93730.4,9e-05
1767631363871,BTCUSDT,93730.4,9e-05
1767631363871,BTCUSDT,93730.4,6e-05
1767631363871,BTCUSDT,93730.4,6e-05
1767631363871,BTCUSDT,93730.4,6e-05
1767631363872,BTCUSDT,93730.4,6e-05
1767631363872,BTCUSDT,93730.4,6e-05
1767631363872,BTCUSDT,93730.4,6e-05
1767631363872,BTCUSDT,93730.4,6e-05
1767631363872,BTCUSDT,93730.4,6e-05
1767631363873,BTCUSDT,93730.5,6e-05
1767631363873,BTCUSDT,93730.5,9e-05
1767631363873,BTCUSDT,93730.5,9e-05
1767631363873,BTCUSDT,93730.5,9e-05
1767631363873,BTCUSDT,93730.5,6e-05
1767631363874,BTCUSDT,93730.5,6e-05
1767631363874,BTCUSDT,93730.5,6e-05
1767631363875,BTCUSDT,93730.5,6e-05
1767631363876,BTCUSDT,93730.5,6e-05
1767631363877,BTCUSDT,93730.5,6e-05
1767631363877,BTCUSDT,93730.5,6e-05
1767631363878,BTCUSDT,93730.5,6e-05
1767631363878,BTCUSDT,93730.5,6e-05
1767631363878,BTCUSDT,93730.5,6e-05
1767631363878,BTCUSDT,93730.5,6e-05
1767631363879,BTCUSDT,93730.8,6e-05
1767631363879,BTCUSDT,93731.4,6e-05
1767631363879,BTCUSDT,93731.4,9e-05
1767631363879,BTCUSDT,93731.4,9e-05
1767631363879,BTCUSDT,93731.4,9e-05
1767631363880,BTCUSDT,93731.4,6e-05
1767631363880,BTCUSDT,93731.4,6e-05
1767631363880,BTCUSDT,93731.4,6e-05
1767631363880,BTCUSDT,93731.4,6e-05
1767631363880,BTCUSDT,93731.4,6e-05
1767631363881,BTCUSDT,93732,0.001
1767631363881,BTCUSDT,93732,9e-05
1767631363881,BTCUSDT,93732,6e-05
1767631363881,BTCUSDT,93732.2,6e-05
1767631363881,BTCUSDT,93732.4,6e-05
1767631363882,BTCUSDT,93732.6,0.00043
1767631363882,BTCUSDT,93732.6,9e-05
1767631363882,BTCUSDT,93733.2,6e-05
1767631363882,BTCUSDT,93733.2,6e-05
1767631363882,BTCUSDT,93733.2,6e-05
1767631363883,BTCUSDT,93733.3,6e-05
1767631363883,BTCUSDT,93733.8,0.00024
1767631363883,BTCUSDT,93734,0.001
1767631363883,BTCUSDT,93734,6e-05
1767631363883,BTCUSDT,93734.2,6e-05
1767631363884,BTCUSDT,93734.8,6e-05
1767631363884,BTCUSDT,93734.8,6e-05
1767631363884,BTCUSDT,93734.8,0.00032
1767631363884,BTCUSDT,93734.8,6e-05
1767631363885,BTCUSDT,93734.8,6e-05
1767631363885,BTCUSDT,93734.8,6e-05
1767631363885,BTCUSDT,93735.1,6e-05
1767631363885,BTCUSDT,93735.1,6e-05
1767631363885,BTCUSDT,93735.1,6e-05
1767631363885,BTCUSDT,93735.4,6e-05
1767631363886,BTCUSDT,93735.4,7e-05
1767631363886,BTCUSDT,93735.9,6e-05
1767631363886,BTCUSDT,93736,0.001
1767631363886,BTCUSDT,93736.1,0.00313
1767631363886,BTCUSDT,93736.1,0.02
1767631363887,BTCUSDT,93736.1,0.01
1767631363887,BTCUSDT,93736.8,6e-05
1767631363887,BTCUSDT,93736.8,6e-05
1767631363887,BTCUSDT,93736.8,6e-05
1767631363887,BTCUSDT,93737,0.00043
1767631363888,BTCUSDT,93737,6e-05
1767631363888,BTCUSDT,93737,6e-05
1767631363888,BTCUSDT,93737,6e-05
1767631363888,BTCUSDT,93737,0.003
1767631363888,BTCUSDT,93737,6e-05
1767631363889,BTCUSDT,93737,6e-05
1767631363889,BTCUSDT,93737,6e-05
1767631363889,BTCUSDT,93737.2,9e-05
1767631363889,BTCUSDT,93738,0.001
1767631363889,BTCUSDT,93738.3,6e-05
1767631363890,BTCUSDT,93738.3,6e-05
1767631363890,BTCUSDT,93738.3,6e-05
1767631363890,BTCUSDT,93738.3,0.02121
1767631363894,BTCUSDT,93738.3,0.0019
1767631363895,BTCUSDT,93738.3,0.00106
1767631363896,ETHUSDT,3179.44,0.094
1767631364019,XRPUSDT,2.1814,997.1
1767631364020,XRPUSDT,2.1814,2.5
1767631364020,XRPUSDT,2.1814,2.5
1767631364020,XRPUSDT,2.1814,2.5
1767631364021,XRPUSDT,2.1814,2.5
1767631364021,XRPUSDT,2.1814,2531.4
1767631364021,XRPUSDT,2.1814,252.8
1767631364022,XRPUSDT,2.1814,2.5
1767631364022,XRPUSDT,2.1814,2.5
1767631364022,XRPUSDT,2.1814,783.8
1767631364023,XRPUSDT,2.1814,66.9
1767631364023,XRPUSDT,2.1814,2.5
1767631364023,XRPUSDT,2.1814,2.5
1767631364026,SOLUSDT,135.17,0.037
1767631364027,SOLUSDT,135.17,0.039
1767631364028,SOLUSDT,135.17,0.039
1767631364028,SOLUSDT,135.17,0.039
1767631364029,SOLUSDT,135.17,0.039
1767631364029,SOLUSDT,135.17,0.039
1767631364029,SOLUSDT,135.17,0.039
1767631364030,SOLUSDT,135.17,0.076
1767631364030,SOLUSDT,135.17,25
1767631364030,SOLUSDT,135.17,0.8
1767631364031,SOLUSDT,135.17,0.038
1767631364031,SOLUSDT,135.17,25
1767631364031,SOLUSDT,135.17,0.322
1767631364032,SOLUSDT,135.17,0.038
1767631364032,DOGEUSDT,0.14991,608
1767631364032,DOGEUSDT,0.14991,1335
1767631364033,DOGEUSDT,0.14991,35
1767631364033,DOGEUSDT,0.14991,7
1767631364033,DOGEUSDT,0.14991,7
1767631364034,DOGEUSDT,0.14991,7
1767631364034,DOGEUSDT,0.14991,8
1767631364034,DOGEUSDT,0.14991,8
1767631364035,DOGEUSDT,0.14991,7
1767631364035,DOGEUSDT,0.14991,7
1767631364035,DOGEUSDT,0.14991,7
1767631364036,DOGEUSDT,0.14991,7
1767631364036,DOGEUSDT,0.14991,7
1767631364036,DOGEUSDT,0.14991,7
1767631364037,DOGEUSDT,0.14991,9
1767631364037,DOGEUSDT,0.14991,17005
1767631364037,SOLUSDT,135.17,0.039
1767631364038,SOLUSDT,135.17,0.039
1767631364038,BTCUSDT,93738.3,0.05689
1767631364038,BTCUSDT,93738.3,0.04
1767631364039,BTCUSDT,93738.3,6e-05
1767631364039,BTCUSDT,93738.3,9e-05
1767631364040,BTCUSDT,93738.3,6e-05
1767631364040,BTCUSDT,93738.3,6e-05
1767631364040,BTCUSDT,93738.3,6e-05
1767631364041,BTCUSDT,93738.3,6e-05
1767631364042,BTCUSDT,93738.3,6e-05
1767631364042,BTCUSDT,93738.3,9e-05
1767631364044,BTCUSDT,93738.3,9e-05
1767631364044,BTCUSDT,93738.3,9e-05
1767631364044,BTCUSDT,93738.3,9e-05
1767631364045,BTCUSDT,93738.3,9e-05
1767631364045,BTCUSDT,93738.3,0.00012
1767631364045,BTCUSDT,93738.3,0.02366
1767631364045,DOGEUSDT,0.14991,7
1767631364045,DOGEUSDT,0.14991,8
1767631364045,BTCUSDT,93738.3,9e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364046,BTCUSDT,93738.3,9e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364046,BTCUSDT,93738.3,6e-05
1767631364047,BTCUSDT,93738.3,6e-05
1767631364047,BTCUSDT,93738.3,6e-05
1767631364047,BTCUSDT,93738.3,0.00012
1767631364047,BTCUSDT,93738.3,0.09
1767631364047,BTCUSDT,93738.3,0.05617
1767631364047,BTCUSDT,93738.3,0.02383
1767631364047,BTCUSDT,93738.3,0.00012
1767631364047,BTCUSDT,93738.3,6e-05
1767631364048,BTCUSDT,93738.3,6e-05
1767631364048,BTCUSDT,93738.3,0.00048
1767631364048,BTCUSDT,93738.3,9e-05
1767631364048,BTCUSDT,93738.3,9e-05
1767631364048,BTCUSDT,93738.3,9e-05
1767631364048,BTCUSDT,93738.3,6e-05
1767631364048,BTCUSDT,93738.3,0.00011
1767631364048,BTCUSDT,93738.3,6e-05
1767631364049,BTCUSDT,93738.3,6e-05
1767631364049,BTCUSDT,93738.3,0.06398
1767631364049,BTCUSDT,93738.3,0.01014
1767631364049,BTCUSDT,93738.3,0.05384
1767631364049,BTCUSDT,93738.3,6e-05
1767631364049,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,9e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364050,BTCUSDT,93738.3,6e-05
1767631364051,BTCUSDT,93738.3,6e-05
1767631364051,BTCUSDT,93738.3,6e-05
1767631364051,BTCUSDT,93738.3,9e-05
1767631364051,BTCUSDT,93738.3,9e-05
1767631364051,BTCUSDT,93738.3,9e-05
1767631364051,BTCUSDT,93738.3,6e-05
1767631364051,BTCUSDT,93738.3,6e-05
1767631364051,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
1767631364052,BTCUSDT,93738.3,6e-05
