ts,symbol,price,qty
1767631364052,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.3,6e-05
1767631364053,BTCUSDT,93738.4,9e-05
1767631364053,BTCUSDT,93738.4,9e-05
1767631364053,BTCUSDT,93738.4,9e-05
1767631364054,BTCUSDT,93738.4,6e-05
1767631364054,BTCUSDT,93739.1,6e-05
1767631364054,BTCUSDT,93739.1,6e-05
1767631364054,BTCUSDT,93739.1,6e-05
1767631364054,BTCUSDT,93739.9,6e-05
1767631364054,BTCUSDT,93740,0.001
1767631364055,BTCUSDT,93740,6e-05
1767631364055,BTCUSDT,93740,9e-05
1767631364055,BTCUSDT,93740,6e-05
1767631364055,BTCUSDT,93740,6e-05
1767631364055,XRPUSDT,2.1815,2.5
1767631364055,XRPUSDT,2.1815,1178.3
1767631364055,XRPUSDT,2.1815,2.3
1767631364056,XRPUSDT,2.1815,2.5
1767631364056,XRPUSDT,2.1815,2.5
1767631364056,BTCUSDT,93741.6,6e-05
1767631364056,BTCUSDT,93742,0.001
1767631364056,BTCUSDT,93742,9e-05
1767631364056,BTCUSDT,93742,6e-05
1767631364057,BTCUSDT,93742.8,6e-05
1767631364057,BTCUSDT,93743,6e-05
1767631364057,BTCUSDT,93743,6e-05
1767631364057,BTCUSDT,93743,6e-05
1767631364058,BTCUSDT,93743,6e-05
1767631364058,BTCUSDT,93743,6e-05
1767631364059,BTCUSDT,93743,6e-05
1767631364059,BTCUSDT,93743,6e-05
1767631364059,BTCUSDT,93743,6e-05
1767631364059,BTCUSDT,93743,0.11119
1767631364060,BTCUSDT,93743,6e-05
1767631364060,BTCUSDT,93743,6e-05
1767631364060,ETHUSDT,3179.44,0.0033
1767631364060,ETHUSDT,3179.44,0.0026
1767631364060,ETHUSDT,3179.44,0.0026
1767631364060,ETHUSDT,3179.44,0.0026
1767631364060,ETHUSDT,3179.44,0.0026
1767631364060,ETHUSDT,3179.44,0.0026
1767631364061,ETHUSDT,3179.44,0.0026
1767631364061,ETHUSDT,3179.44,0.0026
1767631364061,ETHUSDT,3179.44,0.0026
1767631364061,ETHUSDT,3179.44,0.0026
1767631364061,ETHUSDT,3179.44,2.8069
1767631364061,ETHUSDT,3179.44,0.0033
1767631364061,ETHUSDT,3179.44,0.0031
1767631364061,ETHUSDT,3179.44,0.0115
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364062,BTCUSDT,93743.6,6e-05
1767631364063,BTCUSDT,93743.6,0.00053
1767631364063,BTCUSDT,93743.6,6e-05
1767631364063,BTCUSDT,93743.6,6e-05
1767631364063,BTCUSDT,93743.6,6e-05
1767631364063,BTCUSDT,93743.6,0.00192
1767631364063,BTCUSDT,93743.6,0.00108
1767631364063,BTCUSDT,93743.9,6e-05
1767631364063,BTCUSDT,93743.9,6e-05
1767631364064,BTCUSDT,93743.9,6e-05
1767631364064,BTCUSDT,93744,0.00057
1767631364064,XRPUSDT,2.1815,2.5
1767631364064,XRPUSDT,2.1815,2.5
1767631364064,XRPUSDT,2.1815,2.5
1767631364064,XRPUSDT,2.1815,2.5
1767631364064,XRPUSDT,2.1815,2.5
1767631364065,SOLUSDT,135.18,0.037
1767631364065,SOLUSDT,135.18,0.039
1767631364065,SOLUSDT,135.18,1.404
1767631364065,LTCUSDT,82.99,1.062
1767631364065,BTCUSDT,93744,0.00043
1767631364066,BTCUSDT,93744,0.002
1767631364066,BTCUSDT,93744,6e-05
1767631364066,BTCUSDT,93744,6e-05
1767631364066,BTCUSDT,93744,6e-05
1767631364066,BTCUSDT,93744,6e-05
1767631364066,BTCUSDT,93744.2,6e-05
1767631364066,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.2,6e-05
1767631364067,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,0.00102
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364068,BTCUSDT,93744.5,6e-05
1767631364069,BTCUSDT,93744.5,6e-05
1767631364069,BTCUSDT,93744.5,6e-05
1767631364069,BTCUSDT,93744.5,6e-05
1767631364069,BTCUSDT,93744.5,6e-05
1767631364069,LTCUSDT,82.99,0.972
1767631364069,LTCUSDT,82.99,1.207
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364070,BTCUSDT,93745,6e-05
1767631364071,BTCUSDT,93745,6e-05
1767631364071,BTCUSDT,93745,6e-05
1767631364071,BTCUSDT,93745,6e-05
1767631364071,BTCUSDT,93745,0.00189
1767631364071,ETHUSDT,3179.44,0.0017
1767631364071,ETHUSDT,3179.44,0.0017
1767631364072,ETHUSDT,3179.44,0.0017
1767631364072,ETHUSDT,3179.44,0.0033
1767631364072,ETHUSDT,3179.44,0.0017
1767631364072,ETHUSDT,3179.44,0.0017
1767631364072,ETHUSDT,3179.44,0.0096
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364073,ETHUSDT,3179.44,0.0026
1767631364074,ETHUSDT,3179.44,0.0034
1767631364074,ETHUSDT,3179.44,0.0017
1767631364074,ETHUSDT,3179.44,0.0026
1767631364074,ETHUSDT,3179.44,0.0026
1767631364074,ETHUSDT,3179.44,0.0017
1767631364075,ETHUSDT,3179.44,0.1305
1767631364075,ETHUSDT,3179.44,0.0017
1767631364075,ETHUSDT,3179.44,0.0017
1767631364075,ETHUSDT,3179.44,0.0017
1767631364076,ETHUSDT,3179.44,0.0017
1767631364076,ETHUSDT,3179.44,0.0026
1767631364076,ETHUSDT,3179.44,0.0026
1767631364076,ETHUSDT,3179.44,0.0026
1767631364076,ETHUSDT,3179.44,0.0017
1767631364076,ETHUSDT,3179.44,0.0914
1767631364076,BTCUSDT,93745,0.01461
1767631364077,BTCUSDT,93745,0.0374
1767631364077,SOLUSDT,135.18,0.075
1767631364077,SOLUSDT,135.18,0.039
1767631364077,SOLUSDT,135.18,0.039
1767631364077,SOLUSDT,135.18,0.038
1767631364077,SOLUSDT,135.18,0.038
1767631364077,SOLUSDT,135.18,0.039
1767631364078,SOLUSDT,135.18,0.039
1767631364078,SOLUSDT,135.18,0.039
1767631364078,SOLUSDT,135.18,0.038
1767631364078,SOLUSDT,135.18,0.039
1767631364078,SOLUSDT,135.18,0.037
1767631364078,SOLUSDT,135.18,0.159
1767631364078,SOLUSDT,135.18,0.039
1767631364078,SOLUSDT,135.18,0.039
1767631364079,LTCUSDT,82.99,4.496
1767631364079,XRPUSDT,2.1816,2.5
1767631364079,XRPUSDT,2.1816,11.2
1767631364079,XRPUSDT,2.1816,2.3
1767631364079,XRPUSDT,2.1816,3.5
1767631364079,XRPUSDT,2.1816,2.5
1767631364080,XRPUSDT,2.1816,2.5
1767631364080,XRPUSDT,2.1816,915.8
1767631364080,XRPUSDT,2.1816,2.5
1767631364080,XRPUSDT,2.1816,2.5
1767631364080,XRPUSDT,2.1816,2.5
1767631364080,XRPUSDT,2.1816,2.4
1767631364080,XRPUSDT,2.1816,2.4
1767631364081,XRPUSDT,2.1816,2.5
1767631364081,XRPUSDT,2.1816,2.5
1767631364081,XRPUSDT,2.1817,2.5
1767631364081,XRPUSDT,2.1817,2.3
1767631364081,XRPUSDT,2.1817,2.5
1767631364081,XRPUSDT,2.1817,2.5
1767631364081,XRPUSDT,2.1817,150
1767631364081,XRPUSDT,2.1817,2.5
1767631364082,XRPUSDT,2.1818,26
1767631364082,DOGEUSDT,0.14992,7
1767631364082,DOGEUSDT,0.14992,7
1767631364082,DOGEUSDT,0.14992,66
1767631364082,DOGEUSDT,0.14992,8
1767631364082,DOGEUSDT,0.14992,8
1767631364082,DOGEUSDT,0.14992,7
1767631364082,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,35
1767631364083,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,7
1767631364083,DOGEUSDT,0.14992,35
1767631364083,DOGEUSDT,0.14992,8
1767631364084,DOGEUSDT,0.14992,7
1767631364084,DOGEUSDT,0.14992,7
1767631364084,DOGEUSDT,0.14992,7
1767631364084,DOGEUSDT,0.14992,7
1767631364084,DOGEUSDT,0.14993,7
1767631364084,DOGEUSDT,0.14993,7
1767631364084,DOGEUSDT,0.14993,7
1767631364084,DOGEUSDT,0.14993,66
1767631364085,DOGEUSDT,0.14993,41
1767631364085,DOGEUSDT,0.14993,8
1767631364085,DOGEUSDT,0.14993,8
1767631364085,DOGEUSDT,0.14993,8
1767631364085,DOGEUSDT,0.14994,125
1767631364085,SOLUSDT,135.19,0.037
1767631364085,SOLUSDT,135.19,0.039
1767631364086,SOLUSDT,135.19,0.056
1767631364086,SOLUSDT,135.19,0.075
1767631364086,SOLUSDT,135.19,0.039
1767631364086,SOLUSDT,135.19,0.039
1767631364086,SOLUSDT,135.19,0.038
1767631364086,SOLUSDT,135.19,0.038
1767631364086,SOLUSDT,135.19,3
1767631364086,SOLUSDT,135.19,0.639
1767631364088,LTCUSDT,82.99,0.26
1767631364088,BTCUSDT,93745,0.00741
1767631364089,BTCUSDT,93745,0.0433
1767631364090,BNBUSDT,904.86,0.015
1767631364096,DOGEUSDT,0.14994,713
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0026
1767631364155,ETHUSDT,3179.44,0.0017
1767631364155,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0026
1767631364156,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0017
1767631364156,ETHUSDT,3179.44,0.0026
1767631364156,ETHUSDT,3179.44,0.0026
1767631364156,ETHUSDT,3179.44,0.0026
1767631364156,ETHUSDT,3179.44,0.0026
1767631364156,ETHUSDT,3179.44,0.0017
1767631364157,ETHUSDT,3179.44,0.0026
1767631364157,ETHUSDT,3179.44,0.0033
1767631364157,ETHUSDT,3179.44,0.0033
1767631364157,ETHUSDT,3179.45,0.0017
1767631364157,ETHUSDT,3179.46,0.052
1767631364158,ETHUSDT,3179.46,0.0026
1767631364158,ETHUSDT,3179.46,0.0017
1767631364159,ETHUSDT,3179.47,0.0017
1767631364159,ETHUSDT,3179.48,0.0017
1767631364159,ETHUSDT,3179.48,0.0017
1767631364159,ETHUSDT,3179.48,0.0017
1767631364159,ETHUSDT,3179.48,0.0017
1767631364160,ETHUSDT,3179.49,0.0017
1767631364160,ETHUSDT,3179.49,0.0026
1767631364160,ETHUSDT,3179.49,0.1573
1767631364160,ETHUSDT,3179.49,0.0017
1767631364160,ETHUSDT,3179.5,0.0148
1767631364160,ETHUSDT,3179.5,0.0016
1767631364160,ETHUSDT,3179.5,0.0017
1767631364160,ETHUSDT,3179.51,0.0017
1767631364160,ETHUSDT,3179.52,0.002
1767631364161,ETHUSDT,3179.52,0.0017
1767631364161,ETHUSDT,3179.52,0.0017
1767631364161,ETHUSDT,3179.52,0.0017
1767631364161,ETHUSDT,3179.52,0.0017
1767631364161,ETHUSDT,3179.53,0.0635
1767631364161,ETHUSDT,3179.53,0.077
1767631364161,ETHUSDT,3179.53,0.0017
1767631364161,ETHUSDT,3179.55,0.0016
1767631364162,ETHUSDT,3179.56,0.0017
1767631364162,ETHUSDT,3179.56,0.0017
1767631364162,ETHUSDT,3179.56,0.0017
1767631364162,ETHUSDT,3179.56,0.0028
1767631364162,SOLUSDT,135.19,0.039
1767631364162,SOLUSDT,135.19,0.039
1767631364162,SOLUSDT,135.19,0.038
1767631364163,SOLUSDT,135.19,0.039
1767631364163,SOLUSDT,135.19,0.039
1767631364163,SOLUSDT,135.19,0.074
1767631364163,SOLUSDT,135.19,0.039
1767631364163,SOLUSDT,135.19,0.039
1767631364163,SOLUSDT,135.19,0.037
1767631364163,SOLUSDT,135.19,0.038
1767631364163,SOLUSDT,135.19,0.039
1767631364164,SOLUSDT,135.19,0.039
1767631364165,ADAUSDT,0.4127,12.8
1767631364165,ADAUSDT,0.4127,12.8
1767631364165,ADAUSDT,0.4127,12.2
1767631364165,ADAUSDT,0.4127,483.6
1767631364165,ADAUSDT,0.4127,182.4
1767631364165,ADAUSDT,0.4127,12.8
1767631364165,ETHUSDT,3179.56,0.0016
1767631364166,ETHUSDT,3179.56,0.0098
1767631364166,BTCUSDT,93745,6e-05
1767631364166,BTCUSDT,93745,6e-05
1767631364166,BTCUSDT,93745,6e-05
1767631364166,BTCUSDT,93745,9e-05
1767631364166,BTCUSDT,93745,9e-05
1767631364166,BTCUSDT,93745,9e-05
1767631364166,BTCUSDT,93745,9e-05
1767631364166,BTCUSDT,93745,9e-05
1767631364167,BTCUSDT,93745,9e-05
1767631364167,BTCUSDT,93745,9e-05
1767631364167,BTCUSDT,93745,9e-05
1767631364167,BTCUSDT,93745,6e-05
