ts,symbol,side,price,qty
1767631363388,SOLUSDT,B,135.16,283.741
1767631363388,SOLUSDT,B,135.15,61.937
1767631363388,SOLUSDT,A,135.17,136.95
1767631363388,SOLUSDT,A,135.2,640.168
1767631363398,BNBUSDT,B,904.86,1.954
1767631363398,BNBUSDT,B,904.85,0
1767631363398,BNBUSDT,B,904.84,0.013
1767631363398,BNBUSDT,B,903.15,4.924
1767631363398,BNBUSDT,A,904.87,30.676
1767631363398,BNBUSDT,A,904.94,1.922
1767631363400,ADAUSDT,A,0.4129,57443.1
1767631363407,BTCUSDT,B,93730.4,8.44952
1767631363407,BTCUSDT,B,93729.6,0
1767631363407,BTCUSDT,B,93728.5,0.00012
1767631363407,BTCUSDT,B,93728.5,2.32868
1767631363407,BTCUSDT,B,93728.1,0.00012
1767631363407,BTCUSDT,B,93727.9,0.03154
1767631363407,BTCUSDT,B,93726,0.02
1767631363407,BTCUSDT,B,93725,0.00012
1767631363407,BTCUSDT,B,93725,2.5602
1767631363407,BTCUSDT,B,93719.2,0
1767631363407,BTCUSDT,B,93719,0.9284
1767631363407,BTCUSDT,B,93719,0
1767631363407,BTCUSDT,B,93708.8,0
1767631363407,BTCUSDT,B,93706.9,0
1767631363407,BTCUSDT,B,93649.6,0
1767631363407,BTCUSDT,B,93601.7,0
1767631363407,BTCUSDT,B,93508,0
1767631363407,BTCUSDT,B,84357.4,0.00238
1767631363407,BTCUSDT,B,84357,0.00445
1767631363407,BTCUSDT,A,93730.4,0.59194
1767631363407,BTCUSDT,A,93730.5,0.00039
1767631363407,BTCUSDT,A,93732.2,6e-05
1767631363407,BTCUSDT,A,93733.2,0.00012
1767631363407,BTCUSDT,A,93733.9,0
1767631363407,BTCUSDT,A,93735.1,0.00037
1767631363407,BTCUSDT,A,93735.2,0
1767631363407,BTCUSDT,A,93735.2,0.00012
1767631363407,BTCUSDT,A,93736.8,0.0136
1767631363407,BTCUSDT,A,93736.9,0
1767631363407,BTCUSDT,A,93739.3,0
1767631363407,BTCUSDT,A,93739.3,0.00012
1767631363407,BTCUSDT,A,93742.8,0.00018
1767631363407,BTCUSDT,A,93742.8,0.05407
1767631363407,BTCUSDT,A,93743.3,0
1767631363407,BTCUSDT,A,93743.4,0.00012
1767631363407,BTCUSDT,A,93743.8,0.00012
1767631363407,BTCUSDT,A,93744.2,6e-05
1767631363407,BTCUSDT,A,93746.7,0.0242
1767631363407,BTCUSDT,A,93747,0
1767631363407,BTCUSDT,A,93747.3,0
1767631363407,BTCUSDT,A,93748.1,0
1767631363407,BTCUSDT,A,93748.5,0.005
1767631363407,BTCUSDT,A,93749.2,0.01
1767631363407,BTCUSDT,A,93750.4,0.02
1767631363407,BTCUSDT,A,93756.5,2.55996
1767631363407,BTCUSDT,A,93839.1,0
1767631363410,ETHUSDT,B,3179.43,33.2746
1767631363410,ETHUSDT,B,3179.34,0.0051
1767631363410,ETHUSDT,B,3179.33,0.0043
1767631363410,ETHUSDT,B,3179.32,0.0043
1767631363410,ETHUSDT,B,3179.15,0.0551
1767631363410,ETHUSDT,B,3179.12,0.0034
1767631363410,ETHUSDT,B,3178.12,2.5227
1767631363410,ETHUSDT,B,3178.05,0.498
1767631363410,ETHUSDT,B,3177.77,0
1767631363410,ETHUSDT,B,3177.72,1.5472
1767631363410,ETHUSDT,B,3177.61,0.1564
1767631363410,ETHUSDT,B,3177.35,0
1767631363410,ETHUSDT,B,3176.12,0
1767631363410,ETHUSDT,B,3164.01,0.3692
1767631363410,ETHUSDT,B,3163.53,0.098
1767631363410,ETHUSDT,B,3163.01,0
1767631363410,ETHUSDT,B,3153.66,0.0419
1767631363410,ETHUSDT,B,3147.71,0.1664
1767631363410,ETHUSDT,B,3131.97,0.008
1767631363410,ETHUSDT,B,3116.31,0.0106
1767631363410,ETHUSDT,B,3100.73,0.0098
1767631363410,ETHUSDT,B,3085.23,0.008
1767631363410,ETHUSDT,B,3069.8,0.008
1767631363410,ETHUSDT,B,2861.49,0.0273
1767631363410,ETHUSDT,A,3179.52,3.5678
1767631363410,ETHUSDT,A,3179.69,0
1767631363410,ETHUSDT,A,3179.72,3.2435
1767631363410,ETHUSDT,A,3179.73,4.2313
1767631363410,ETHUSDT,A,3179.76,1.08
1767631363410,ETHUSDT,A,3179.8,0.05
1767631363410,ETHUSDT,A,3179.85,0.0016
1767631363410,ETHUSDT,A,3180.06,1.387
1767631363410,ETHUSDT,A,3180.51,0.1592
1767631363410,ETHUSDT,A,3180.58,3.1505
1767631363410,ETHUSDT,A,3180.65,14.0356
1767631363410,ETHUSDT,A,3180.71,5.7142
1767631363410,ETHUSDT,A,3182.4,1.569
1767631363410,ETHUSDT,A,3182.53,5.2577
1767631363410,ETHUSDT,A,3195.34,0.0356
1767631363410,ETHUSDT,A,3211.32,0.008
1767631363410,ETHUSDT,A,3227.38,0.0099
1767631363410,ETHUSDT,A,3243.51,0.0126
1767631363410,ETHUSDT,A,3259.73,0.008
1767631363410,ETHUSDT,A,3276.03,0.0097
1767631363410,ETHUSDT,A,3292.41,0.0125
1767631363411,XRPUSDT,B,2.1815,24.6
1767631363411,XRPUSDT,B,2.1814,2541.2
1767631363411,XRPUSDT,B,2.1813,3898.7
1767631363411,XRPUSDT,B,2.1812,6724.3
1767631363411,XRPUSDT,B,2.1811,10581.7
1767631363411,XRPUSDT,B,2.1809,6816
1767631363411,XRPUSDT,B,2.1808,6892
1767631363411,XRPUSDT,B,2.1807,7540
1767631363411,XRPUSDT,B,2.1803,20575.1
1767631363411,XRPUSDT,B,2.1796,16835
1767631363411,XRPUSDT,B,2.1794,4611.3
1767631363411,XRPUSDT,B,2.1755,23998
1767631363411,XRPUSDT,B,2.1745,853.2
1767631363411,XRPUSDT,B,2.1743,1938.4
1767631363411,XRPUSDT,A,2.1816,15160
1767631363411,XRPUSDT,A,2.1817,5387.7
1767631363411,XRPUSDT,A,2.1818,7545.8
1767631363411,XRPUSDT,A,2.1819,6557.5
1767631363411,XRPUSDT,A,2.182,11910.9
1767631363411,XRPUSDT,A,2.1821,2984
1767631363411,XRPUSDT,A,2.1822,5027.2
1767631363411,XRPUSDT,A,2.1824,62364.6
1767631363411,XRPUSDT,A,2.1825,10864.4
1767631363411,XRPUSDT,A,2.1834,20470.3
1767631363411,XRPUSDT,A,2.1839,12137.9
1767631363411,XRPUSDT,A,2.1909,7462.7
1767631363548,DOTUSDT,A,2.181,8235.82
1767631363548,SOLUSDT,A,135.21,1701.18
1767631363548,SOLUSDT,A,135.26,1070.44
1767631363548,SOLUSDT,A,135.36,1382.42
1767631363549,LTCUSDT,B,82.98,3.395
1767631363549,BNBUSDT,B,904.86,1.948
1767631363549,BNBUSDT,B,904.84,1.742
1767631363549,BNBUSDT,A,904.87,28.676
1767631363549,BNBUSDT,A,904.92,8.775
1767631363550,ADAUSDT,B,0.4105,26690
1767631363550,ADAUSDT,B,0.4084,166106
1767631363550,ADAUSDT,B,0.4064,1424.8
1767631363550,ADAUSDT,B,0.4044,1688.5
1767631363550,ADAUSDT,B,0.4023,172.7
1767631363550,ADAUSDT,B,0.4003,1636
1767631363550,ADAUSDT,B,0.3983,120.5
1767631363550,ADAUSDT,B,0.3963,6785.4
1767631363550,ADAUSDT,A,0.4127,8670.3
1767631363550,ADAUSDT,A,0.4148,57781.9
1767631363550,ADAUSDT,A,0.4169,90386
1767631363550,ADAUSDT,A,0.419,11112.4
1767631363550,ADAUSDT,A,0.4211,260.9
1767631363550,ADAUSDT,A,0.4232,1362.7
1767631363550,ADAUSDT,A,0.4253,97.4
1767631363550,ADAUSDT,A,0.4274,1945.9
1767631363550,ADAUSDT,A,0.4295,203
1767631363552,BTCUSDT,B,93729.8,0.00271
1767631363552,BTCUSDT,B,93728.5,0
1767631363552,BTCUSDT,B,93728.5,2.32856
1767631363552,BTCUSDT,B,93728.5,0.58506
1767631363552,BTCUSDT,B,93728.1,0
1767631363552,BTCUSDT,B,93728,0.10686
1767631363552,BTCUSDT,B,93727.9,0.03166
1767631363552,BTCUSDT,B,93727.4,0.00262
1767631363552,BTCUSDT,B,93727,0.10686
1767631363552,BTCUSDT,B,93726,0.02012
1767631363552,BTCUSDT,B,93725,0
1767631363552,BTCUSDT,B,93725,2.56008
1767631363552,BTCUSDT,B,93724,0.01722
1767631363552,BTCUSDT,B,93719.4,0.00054
1767631363552,BTCUSDT,B,93719,1.88359
1767631363552,BTCUSDT,B,93719,3.19996
1767631363552,BTCUSDT,B,93719,0
1767631363552,BTCUSDT,B,93713,0.042
1767631363552,BTCUSDT,B,93706.7,0
1767631363552,BTCUSDT,B,93705.4,0.04267
1767631363552,BTCUSDT,B,93702.9,0
1767631363552,BTCUSDT,B,93702.3,0
1767631363552,BTCUSDT,B,93647.4,0.006
1767631363552,BTCUSDT,B,93601.7,0.00266
1767631363552,BTCUSDT,B,93508,0.00106
1767631363552,BTCUSDT,B,93408.9,0.00015
1767631363552,BTCUSDT,B,84357.4,0.00238
1767631363552,BTCUSDT,A,93730.4,0.25643
1767631363552,BTCUSDT,A,93730.5,0.00045
1767631363552,BTCUSDT,A,93732.6,0.00052
1767631363552,BTCUSDT,A,93733.2,6e-05
1767631363552,BTCUSDT,A,93734,0.00106
1767631363552,BTCUSDT,A,93735.2,0
1767631363552,BTCUSDT,A,93736,0.00106
1767631363552,BTCUSDT,A,93736.1,0.00313
1767631363552,BTCUSDT,A,93736.8,0.00012
1767631363552,BTCUSDT,A,93736.8,0.01372
1767631363552,BTCUSDT,A,93739.1,0.12226
1767631363552,BTCUSDT,A,93739.3,0
1767631363552,BTCUSDT,A,93742.8,0.05419
1767631363552,BTCUSDT,A,93743.4,0
1767631363552,BTCUSDT,A,93743.8,0.27
1767631363552,BTCUSDT,A,93744.2,0
1767631363552,BTCUSDT,A,93752.4,0
1767631363552,BTCUSDT,A,93755.9,1.81349
1767631363552,BTCUSDT,A,93758.6,0
1767631363552,BTCUSDT,A,93786,0
1767631363552,BTCUSDT,A,93791.1,0.00033
1767631363552,BTCUSDT,A,93830,0.1918
1767631363552,BTCUSDT,A,93879.9,0
1767631363552,BTCUSDT,A,93884.9,0.00013
1767631363552,BTCUSDT,A,93929.2,0
1767631363553,ETHUSDT,B,3179.43,34.73
1767631363553,ETHUSDT,B,3179.34,0.0017
1767631363553,ETHUSDT,B,3179.33,0.0017
1767631363553,ETHUSDT,B,3179.32,0.0017
1767631363553,ETHUSDT,B,3179.29,0.6071
1767631363553,ETHUSDT,B,3179.15,0.0577
1767631363553,ETHUSDT,B,3179.12,0
1767631363553,ETHUSDT,B,3178.69,0.766
1767631363553,ETHUSDT,B,3178.57,0.45
1767631363553,ETHUSDT,B,3178.37,3.199
1767631363553,ETHUSDT,B,3178.05,0.0048
1767631363553,ETHUSDT,B,3177.74,0.5033
1767631363553,ETHUSDT,B,3175.15,0
1767631363553,ETHUSDT,B,3175.01,1.986
1767631363553,ETHUSDT,B,3174.65,0.0048
1767631363553,ETHUSDT,B,3174.64,0
1767631363553,ETHUSDT,B,3148.29,0.0792
1767631363553,ETHUSDT,B,2861.49,0.0351
1767631363553,ETHUSDT,A,3180.05,1.225
1767631363553,ETHUSDT,A,3180.16,4.9925
1767631363553,ETHUSDT,A,3180.18,1.44
1767631363553,ETHUSDT,A,3180.49,3.77
1767631363553,ETHUSDT,A,3180.58,1.9355
1767631363553,ETHUSDT,A,3182.5,2.5348
1767631363553,ETHUSDT,A,3182.63,1.26
1767631363553,ETHUSDT,A,3182.64,1.215
1767631363553,ETHUSDT,A,3184.04,0.0016
1767631363553,ETHUSDT,A,3184.53,1.5704
1767631363555,XRPUSDT,B,2.1815,0
1767631363555,XRPUSDT,B,2.1814,0
1767631363555,XRPUSDT,B,2.1813,5701.9
1767631363555,XRPUSDT,B,2.1812,6719.6
1767631363555,XRPUSDT,B,2.1811,9643
1767631363555,XRPUSDT,B,2.181,3313.9
1767631363555,XRPUSDT,B,2.1809,2059.7
1767631363555,XRPUSDT,B,2.1807,7631.7
1767631363555,XRPUSDT,B,2.1806,23476.4
1767631363555,XRPUSDT,B,2.1805,3925.1
1767631363555,XRPUSDT,B,2.1804,9575.6
1767631363555,XRPUSDT,B,2.1803,20577.4
1767631363555,XRPUSDT,B,2.1801,3383.7
1767631363555,XRPUSDT,B,2.1795,46437.4
1767631363555,XRPUSDT,B,2.1789,26690.3
1767631363555,XRPUSDT,B,2.1786,6372
1767631363555,XRPUSDT,B,2.1785,10426.3
1767631363555,XRPUSDT,B,2.1784,17685.3
1767631363555,XRPUSDT,B,2.1742,2823.6
1767631363555,XRPUSDT,B,2.1738,243.5
1767631363555,XRPUSDT,B,2.1737,3085.5
1767631363555,XRPUSDT,A,2.1814,23933.4
1767631363555,XRPUSDT,A,2.1815,20325.9
1767631363555,XRPUSDT,A,2.1816,13812.7
1767631363555,XRPUSDT,A,2.1817,5629.6
1767631363555,XRPUSDT,A,2.1818,7133.4
1767631363555,XRPUSDT,A,2.1819,6555
1767631363555,XRPUSDT,A,2.182,9789.4
1767631363555,XRPUSDT,A,2.1821,8180.1
1767631363555,XRPUSDT,A,2.1822,13028.8
1767631363555,XRPUSDT,A,2.1824,59914.2
1767631363555,XRPUSDT,A,2.1825,9684.3
1767631363555,XRPUSDT,A,2.1826,18414.8
1767631363555,XRPUSDT,A,2.1827,24550
1767631363555,XRPUSDT,A,2.1832,1963.4
1767631363555,XRPUSDT,A,2.1833,12741.7
1767631363555,XRPUSDT,A,2.1839,13549.8
1767631363555,XRPUSDT,A,2.1842,4787.3
1767631363555,XRPUSDT,A,2.1845,807.2
1767631363555,XRPUSDT,A,2.1852,14496
1767631363555,XRPUSDT,A,2.1892,3866.1
1767631363565,DOTUSDT,A,2.179,3612.93
1767631363566,DOGEUSDT,B,0.14989,193226
1767631363566,DOGEUSDT,A,0.14991,19895
1767631363566,DOGEUSDT,A,0.14992,17156
1767631363566,DOGEUSDT,A,0.14993,47419
1767631363588,SOLUSDT,B,135.12,260.943
1767631363588,SOLUSDT,B,135.08,748.967
1767631363588,SOLUSDT,A,135.17,101.26
1767631363599,BNBUSDT,B,904.86,3.683
1767631363599,BNBUSDT,B,904.85,1.729
1767631363599,BNBUSDT,A,904.87,28.676
1767631363599,BNBUSDT,A,904.92,8.775
1767631363599,ADAUSDT,B,0.4107,317908
1767631363599,ADAUSDT,A,0.4127,1056.9
1767631363599,ADAUSDT,A,0.4129,57224.1
1767631363610,BTCUSDT,B,93730.4,8.45436
1767631363610,BTCUSDT,B,93729.5,0.00073
1767631363610,BTCUSDT,B,93728.1,0.03297
1767631363610,BTCUSDT,B,93728,0.00246
1767631363610,BTCUSDT,B,93727.9,0.00012
1767631363610,BTCUSDT,B,93726,0.02133
1767631363610,BTCUSDT,B,93725.5,6e-05
1767631363610,BTCUSDT,B,93704.6,0
1767631363610,BTCUSDT,B,93680.4,0
1767631363610,BTCUSDT,B,93261.8,0
1767631363610,BTCUSDT,B,92795.5,0
1767631363610,BTCUSDT,B,92331.5,0
1767631363610,BTCUSDT,B,91869.8,0
1767631363610,BTCUSDT,B,91410.5,0
1767631363610,BTCUSDT,B,90953.4,0
1767631363610,BTCUSDT,B,90498.7,0
1767631363610,BTCUSDT,B,90046.2,0
1767631363610,BTCUSDT,B,89595.9,0
1767631363610,BTCUSDT,B,89148,0
1767631363610,BTCUSDT,B,88702.2,0
1767631363610,BTCUSDT,B,88258.7,0
1767631363610,BTCUSDT,B,84357.4,0.00252
1767631363610,BTCUSDT,B,74984.4,0.00071
1767631363610,BTCUSDT,A,93730.4,0.06601
1767631363610,BTCUSDT,A,93730.5,0.00063
1767631363610,BTCUSDT,A,93733.8,0.00024
1767631363610,BTCUSDT,A,93734.8,0.03
1767631363610,BTCUSDT,A,93736.8,0
1767631363610,BTCUSDT,A,93736.8,0.00012
1767631363610,BTCUSDT,A,93738.3,0.12
1767631363610,BTCUSDT,A,93742.8,0.00012
1767631363610,BTCUSDT,A,93743.1,0.05455
1767631363610,BTCUSDT,A,93743.5,0.00012
1767631363610,BTCUSDT,A,93743.8,0.27012
1767631363610,BTCUSDT,A,93744.2,6e-05
1767631363610,BTCUSDT,A,93745.6,0.3521
1767631363610,BTCUSDT,A,93745.7,0
1767631363610,BTCUSDT,A,93746.7,0.00533
1767631363610,BTCUSDT,A,93748.5,0
1767631363610,BTCUSDT,A,93749.2,0
1767631363610,BTCUSDT,A,93749.9,0.005
1767631363610,BTCUSDT,A,93750.8,0.01
1767631363610,BTCUSDT,A,93750.9,0
1767631363610,BTCUSDT,A,93761.7,0
1767631363610,BTCUSDT,A,93762,0.0018
1767631363610,BTCUSDT,A,93772.8,0
1767631363610,BTCUSDT,A,93773.9,0
1767631363610,BTCUSDT,A,93775.1,0.002
1767631363610,BTCUSDT,A,93776.1,0.01009
1767631363610,BTCUSDT,A,93776.4,0
1767631363610,BTCUSDT,A,93781.9,0
1767631363610,BTCUSDT,A,93798.3,0
1767631363610,BTCUSDT,A,93798.6,0
1767631363610,BTCUSDT,A,93805.9,0.08731
1767631363610,BTCUSDT,A,93817,0
1767631363610,BTCUSDT,A,93817.3,0
1767631363610,BTCUSDT,A,93834.1,0
1767631363610,BTCUSDT,A,93843.4,0
1767631363610,BTCUSDT,A,93939.3,0.19001
1767631363610,BTCUSDT,A,93953.6,0
1767631363610,BTCUSDT,A,93954.3,0
1767631363610,BTCUSDT,A,93986.8,0.04497
1767631363610,BTCUSDT,A,93987.2,0.04497
1767631363610,BTCUSDT,A,94092.2,0.00034
1767631363610,BTCUSDT,A,94115.4,0.03098
1767631363610,BTCUSDT,A,94199.1,8e-05
1767631363610,BTCUSDT,A,94670.1,0
1767631363610,BTCUSDT,A,95000,134.379
1767631363610,BTCUSDT,A,95143.4,0
1767631363610,BTCUSDT,A,95619.2,0
1767631363610,BTCUSDT,A,96097.3,0
1767631363610,BTCUSDT,A,96577.8,0
1767631363610,BTCUSDT,A,97060.6,0
1767631363610,BTCUSDT,A,97545.9,0
1767631363610,BTCUSDT,A,98033.7,0
1767631363610,BTCUSDT,A,98523.8,0
1767631363610,BTCUSDT,A,99016.5,0
1767631363610,BTCUSDT,A,99511.5,0.01
1767631363612,ETHUSDT,B,3179.43,37.9383
1767631363612,ETHUSDT,B,3179.15,0.0543
1767631363612,ETHUSDT,B,3178.18,0.4684
1767631363612,ETHUSDT,B,3178.16,0
1767631363612,ETHUSDT,B,3178.15,0.4964
1767631363612,ETHUSDT,B,3177.76,14.3034
1767631363612,ETHUSDT,B,3177.74,0.0101
1767631363612,ETHUSDT,B,3177.68,0.0032
1767631363612,ETHUSDT,B,3177.25,4.5848
1767631363612,ETHUSDT,B,3176.87,0
1767631363612,ETHUSDT,B,3176.66,0.0099
1767631363612,ETHUSDT,B,3176.19,6.5427
1767631363612,ETHUSDT,B,3175.65,0.0041
1767631363612,ETHUSDT,B,3174.63,0
1767631363612,ETHUSDT,B,3173.61,0
1767631363612,ETHUSDT,B,3172.59,0
1767631363612,ETHUSDT,B,3171.57,0
1767631363612,ETHUSDT,B,3170.55,0.0019
1767631363612,ETHUSDT,B,3169.53,0.0034
1767631363612,ETHUSDT,B,3168.52,0.5947
1767631363612,ETHUSDT,B,3167.5,0.0399
1767631363612,ETHUSDT,B,3166.48,0
1767631363612,ETHUSDT,B,3165.46,0.0041
1767631363612,ETHUSDT,B,3164.44,3.0281
1767631363612,ETHUSDT,B,3163.42,0
1767631363612,ETHUSDT,B,3162.41,0
1767631363612,ETHUSDT,B,3161.39,0.0098
1767631363612,ETHUSDT,B,3160.37,0.0021
1767631363612,ETHUSDT,B,3159.35,0
1767631363612,ETHUSDT,B,3158.33,0.2539
1767631363612,ETHUSDT,B,3157.31,0.17
1767631363612,ETHUSDT,B,3156.29,0.0103
1767631363612,ETHUSDT,B,3155.28,0
1767631363612,ETHUSDT,B,3154.26,0
1767631363612,ETHUSDT,B,3153.24,0.0111
1767631363612,ETHUSDT,B,3152.22,0.0154
1767631363612,ETHUSDT,B,3151.2,0.0022
1767631363612,ETHUSDT,B,3150.18,0.0024
1767631363612,ETHUSDT,B,3149.16,0
1767631363612,ETHUSDT,B,2861.49,0.039
1767631363612,ETHUSDT,A,3179.44,16.9945
1767631363612,ETHUSDT,A,3179.45,0.0102
1767631363612,ETHUSDT,A,3179.54,0.0517
1767631363612,ETHUSDT,A,3179.62,0.595
1767631363612,ETHUSDT,A,3179.67,0.0566
1767631363612,ETHUSDT,A,3179.72,3.0233
1767631363612,ETHUSDT,A,3179.77,3.4012
1767631363612,ETHUSDT,A,3179.81,0.0314
1767631363612,ETHUSDT,A,3179.82,20.1157
1767631363612,ETHUSDT,A,3179.83,1.885
1767631363612,ETHUSDT,A,3179.87,0.8
1767631363612,ETHUSDT,A,3180.08,0
