ts,symbol,side,price,qty
1767631363612,ETHUSDT,A,3180.15,0.9502
1767631363612,ETHUSDT,A,3180.21,24.2468
1767631363612,ETHUSDT,A,3180.47,0.0016
1767631363612,ETHUSDT,A,3180.48,16.836
1767631363612,ETHUSDT,A,3180.6,0.1693
1767631363612,ETHUSDT,A,3180.74,0.16
1767631363612,ETHUSDT,A,3181.73,23.4279
1767631363612,ETHUSDT,A,3181.76,0.9493
1767631363612,ETHUSDT,A,3182.04,2.2185
1767631363612,ETHUSDT,A,3182.56,13.1694
1767631363612,ETHUSDT,A,3182.62,0.99
1767631363612,ETHUSDT,A,3182.78,15.7517
1767631363612,ETHUSDT,A,3183.79,0
1767631363612,ETHUSDT,A,3184.81,0
1767631363612,ETHUSDT,A,3185.83,0
1767631363612,ETHUSDT,A,3186.85,0.0016
1767631363612,ETHUSDT,A,3187.87,0
1767631363612,ETHUSDT,A,3188.89,16
1767631363612,ETHUSDT,A,3189.9,0
1767631363612,ETHUSDT,A,3190.92,0
1767631363612,ETHUSDT,A,3191.94,0
1767631363612,ETHUSDT,A,3192.96,0.0036
1767631363612,ETHUSDT,A,3193.98,0.0018
1767631363612,ETHUSDT,A,3195,7.9809
1767631363612,ETHUSDT,A,3196.02,0
1767631363612,ETHUSDT,A,3197.03,0
1767631363612,ETHUSDT,A,3198.05,0.0053
1767631363612,ETHUSDT,A,3199.07,0
1767631363612,ETHUSDT,A,3200.09,0
1767631363612,ETHUSDT,A,3201.11,0
1767631363612,ETHUSDT,A,3202.13,0
1767631363612,ETHUSDT,A,3203.14,0.0023
1767631363612,ETHUSDT,A,3204.16,0.0138
1767631363612,ETHUSDT,A,3205.18,0.0243
1767631363612,ETHUSDT,A,3206.2,0.2003
1767631363614,XRPUSDT,B,2.1813,11946.4
1767631363614,XRPUSDT,B,2.1811,8985.1
1767631363614,XRPUSDT,B,2.181,2712.4
1767631363614,XRPUSDT,B,2.1809,2057.2
1767631363614,XRPUSDT,B,2.1802,39161.3
1767631363614,XRPUSDT,B,2.1798,49938.2
1767631363614,XRPUSDT,B,2.1797,18637.8
1767631363614,XRPUSDT,A,2.1814,10843.6
1767631363614,XRPUSDT,A,2.1815,20330.9
1767631363614,XRPUSDT,A,2.1816,13821.2
1767631363614,XRPUSDT,A,2.1817,4647
1767631363614,XRPUSDT,A,2.1818,5014.4
1767631363614,XRPUSDT,A,2.1819,5612.4
1767631363614,XRPUSDT,A,2.1824,56422.8
1767631363614,XRPUSDT,A,2.1891,8795.1
1767631363614,XRPUSDT,A,2.1892,1057.5
1767631363614,XRPUSDT,A,2.1893,3995.5
1767631363614,XRPUSDT,A,2.1894,719.3
1767631363667,DOGEUSDT,B,0.1499,50610
1767631363667,DOGEUSDT,A,0.14991,19348
1767631363688,SOLUSDT,B,135.15,61.859
1767631363693,LTCUSDT,A,83.03,129.474
1767631363699,BNBUSDT,B,904.86,3.689
1767631363699,ADAUSDT,A,0.4127,921.4
1767631363712,BTCUSDT,B,93729.8,0.00271
1767631363712,BTCUSDT,B,93728.5,0.58506
1767631363712,BTCUSDT,B,93728.1,0.03309
1767631363712,BTCUSDT,B,93728,0.1068
1767631363712,BTCUSDT,B,93727.9,0
1767631363712,BTCUSDT,B,93694.9,0.03198
1767631363712,BTCUSDT,B,93662.1,0
1767631363712,BTCUSDT,B,93629.3,0
1767631363712,BTCUSDT,B,93596.4,0
1767631363712,BTCUSDT,B,93563.6,0
1767631363712,BTCUSDT,B,93543.3,0.00789
1767631363712,BTCUSDT,B,93535.5,0
1767631363712,BTCUSDT,B,93530.9,0
1767631363712,BTCUSDT,B,93530.8,0
1767631363712,BTCUSDT,B,93497.9,0
1767631363712,BTCUSDT,B,93465.1,0
1767631363712,BTCUSDT,B,93432.2,6e-05
1767631363712,BTCUSDT,B,93399.4,0
1767631363712,BTCUSDT,B,93366.6,0
1767631363712,BTCUSDT,B,93333.7,0
1767631363712,BTCUSDT,B,93300.9,0
1767631363712,BTCUSDT,B,93268,0.00478
1767631363712,BTCUSDT,B,93235.2,0
1767631363712,BTCUSDT,B,93202.4,0
1767631363712,BTCUSDT,B,93169.5,0
1767631363712,BTCUSDT,B,93136.7,0
1767631363712,BTCUSDT,B,93103.8,0
1767631363712,BTCUSDT,B,93071,0
1767631363712,BTCUSDT,B,93038.2,0
1767631363712,BTCUSDT,B,93005.3,0
1767631363712,BTCUSDT,B,92972.5,0
1767631363712,BTCUSDT,B,92939.6,0.0001
1767631363712,BTCUSDT,B,92906.8,0
1767631363712,BTCUSDT,B,92874,0
1767631363712,BTCUSDT,B,92841.1,0
1767631363712,BTCUSDT,B,92808.3,0
1767631363712,BTCUSDT,B,92775.4,0
1767631363712,BTCUSDT,B,92742.6,0
1767631363712,BTCUSDT,B,92709.8,0
1767631363712,BTCUSDT,B,92676.9,7e-05
1767631363712,BTCUSDT,B,84357.4,0.00252
1767631363712,BTCUSDT,B,74984.4,0.00045
1767631363712,BTCUSDT,A,93730.4,0.06613
1767631363712,BTCUSDT,A,93730.5,0.00069
1767631363712,BTCUSDT,A,93734.8,0.00012
1767631363712,BTCUSDT,A,93734.8,0.03044
1767631363712,BTCUSDT,A,93735.1,6e-05
1767631363712,BTCUSDT,A,93736,0.001
1767631363712,BTCUSDT,A,93736.8,0
1767631363712,BTCUSDT,A,93738.3,0.00012
1767631363712,BTCUSDT,A,93738.3,0.12012
1767631363712,BTCUSDT,A,93739.1,0.00018
1767631363712,BTCUSDT,A,93742.8,6e-05
1767631363712,BTCUSDT,A,93742.8,0
1767631363712,BTCUSDT,A,93743.1,0.00048
1767631363712,BTCUSDT,A,93743.1,0.00012
1767631363712,BTCUSDT,A,93743.5,0
1767631363712,BTCUSDT,A,93743.5,0
1767631363712,BTCUSDT,A,93743.6,0.0528
1767631363712,BTCUSDT,A,93743.8,0.27
1767631363712,BTCUSDT,A,93744.2,6e-05
1767631363712,BTCUSDT,A,93749.4,0.02241
1767631363712,BTCUSDT,A,93753.9,0
1767631363712,BTCUSDT,A,93756.4,0.00533
1767631363712,BTCUSDT,A,93760.6,0
1767631363712,BTCUSDT,A,93793.4,0
1767631363712,BTCUSDT,A,93826.3,0.0214
1767631363712,BTCUSDT,A,93859.1,0
1767631363712,BTCUSDT,A,93892,0
1767631363712,BTCUSDT,A,93924.8,0
1767631363712,BTCUSDT,A,93957.7,0
1767631363712,BTCUSDT,A,93962.5,0
1767631363712,BTCUSDT,A,93990.5,0
1767631363712,BTCUSDT,A,94023.3,0
1767631363712,BTCUSDT,A,94056.2,0
1767631363712,BTCUSDT,A,94089,0
1767631363712,BTCUSDT,A,94121.9,0
1767631363714,ETHUSDT,B,3179.43,37.9538
1767631363714,ETHUSDT,B,3179.23,0.8484
1767631363714,ETHUSDT,B,3179.22,2.8307
1767631363714,ETHUSDT,B,3179.13,0.0195
1767631363714,ETHUSDT,B,3175.94,4.3174
1767631363714,ETHUSDT,B,3159.09,0.2471
1767631363714,ETHUSDT,B,2861.49,0.0468
1767631363714,ETHUSDT,A,3179.44,17.786
