ts,symbol,last_price
1767631450415,XRPUSDT,2.1846
1767631450671,DOGEUSDT,0.15028
1767631450891,SOLUSDT,135.41
1767631451066,DOTUSDT,2.184
1767631451118,BTCUSDT,93782.4
1767631451119,ETHUSDT,3182.51
1767631451198,BNBUSDT,905.49
1767631451292,LTCUSDT,83.04
1767631451402,ADAUSDT,0.4137
1767631451413,XRPUSDT,2.1845
1767631451666,DOGEUSDT,0.15027
1767631451886,SOLUSDT,135.41
1767631452065,DOTUSDT,2.184
1767631452117,BTCUSDT,93782.4
1767631452117,ETHUSDT,3182.74
1767631452198,BNBUSDT,905.5
1767631452291,LTCUSDT,83.04
1767631452401,ADAUSDT,0.4139
1767631452411,XRPUSDT,2.1848
1767631452665,DOGEUSDT,0.15028
1767631452893,SOLUSDT,135.41
1767631453117,BTCUSDT,93782.4
1767631453128,ETHUSDT,3182.75
1767631453205,BNBUSDT,905.5
1767631453292,LTCUSDT,83.05
1767631453398,ADAUSDT,0.4139
1767631453417,XRPUSDT,2.1849
1767631453666,DOGEUSDT,0.15028
1767631453892,SOLUSDT,135.41
1767631454066,DOTUSDT,2.184
1767631454118,BTCUSDT,93773.8
1767631454119,ETHUSDT,3182.75
1767631454202,BNBUSDT,905.45
1767631454292,LTCUSDT,83.05
1767631454401,ADAUSDT,0.4139
1767631454410,XRPUSDT,2.1849
1767631454666,DOGEUSDT,0.15036
1767631454887,SOLUSDT,135.4
1767631455065,DOTUSDT,2.184
1767631455119,BTCUSDT,93773.8
1767631455130,ETHUSDT,3182.74
1767631455201,BNBUSDT,905.45
1767631455292,LTCUSDT,83.05
1767631455402,ADAUSDT,0.414
1767631455413,XRPUSDT,2.1849
1767631455666,DOGEUSDT,0.15036
1767631455891,SOLUSDT,135.4
1767631456065,DOTUSDT,2.184
1767631456117,BTCUSDT,93773.8
1767631456130,ETHUSDT,3182.6
1767631456201,BNBUSDT,905.45
1767631456292,LTCUSDT,83.05
1767631456401,ADAUSDT,0.4139
1767631456412,XRPUSDT,2.1849
1767631456672,DOGEUSDT,0.15036
1767631456888,SOLUSDT,135.4
1767631457066,DOTUSDT,2.184
1767631457117,BTCUSDT,93773.8
1767631457129,ETHUSDT,3182.6
1767631457201,BNBUSDT,905.45
1767631457292,LTCUSDT,83.05
1767631457409,XRPUSDT,2.1849
1767631457665,DOGEUSDT,0.15049
1767631457891,SOLUSDT,135.4
1767631458066,DOTUSDT,2.184
1767631458118,BTCUSDT,93765
1767631458119,ETHUSDT,3182.59
1767631458201,BNBUSDT,905.39
1767631458292,LTCUSDT,83.05
1767631458402,ADAUSDT,0.4139
1767631458410,XRPUSDT,2.1849
1767631458666,DOGEUSDT,0.15048
1767631458891,SOLUSDT,135.41
1767631459118,BTCUSDT,93765
1767631459119,ETHUSDT,3182.6
1767631459202,BNBUSDT,905.39
1767631459291,LTCUSDT,83.06
1767631459399,ADAUSDT,0.414
1767631459409,XRPUSDT,2.185
1767631459672,DOGEUSDT,0.15048
1767631459892,SOLUSDT,135.41
1767631460118,BTCUSDT,93765
1767631460129,ETHUSDT,3182.6
1767631460202,BNBUSDT,905.41
1767631460292,LTCUSDT,83.06
1767631460401,ADAUSDT,0.414
1767631460671,DOGEUSDT,0.15048
1767631460891,SOLUSDT,135.41
1767631461066,DOTUSDT,2.184
1767631461118,BTCUSDT,93765
1767631461128,ETHUSDT,3182.59
1767631461201,BNBUSDT,905.41
1767631461292,LTCUSDT,83.06
1767631461403,ADAUSDT,0.414
1767631461415,XRPUSDT,2.185
1767631461671,DOGEUSDT
